ID,TargetF1,TargetRAUC
ID_TS_C8NOG8,0,0
ID_TS_5D4F2K,0,0
ID_TS_1XERP3,0,0
ID_TS_LYEX3S,0,0
ID_TS_R5RUP1,0,0
ID_TS_3WPPBM,0,0
ID_TS_QIYFRW,0,0
ID_TS_SKP6RF,0,0
ID_TS_E64SKB,0,0
ID_TS_CBDPDX,0,0
ID_TS_UJJCSE,0,0
ID_TS_XGGOC5,0,0
ID_TS_KVQYWJ,0,0
ID_TS_85GG0V,0,0
ID_TS_5DTAEG,0,0
ID_TS_RY58VR,0,0
ID_TS_W9MYYO,0,0
ID_TS_KEAEA8,0,0
ID_TS_4HXXPW,0,0
ID_TS_2GKQRA,0,0
ID_TS_FFZ8Q4,0,0
ID_TS_VHU4BA,0,0
ID_TS_WZ940V,0,0
ID_TS_TKRRVW,0,0
ID_TS_Y3RZTP,0,0
ID_TS_LC6PRR,0,0
ID_TS_7MZAKG,0,0
ID_TS_MIH6MV,0,0
ID_TS_4XEKZ8,0,0
ID_TS_3Y0224,0,0
ID_TS_WK0YEH,0,0
ID_TS_VDO9KH,0,0
ID_TS_BA5MF3,0,0
ID_TS_6BCPWE,0,0
ID_TS_IJMMB5,0,0
ID_TS_JFYSYZ,0,0
ID_TS_7PQ4DD,0,0
ID_TS_V283BD,0,0
ID_TS_W56FKP,0,0
ID_TS_S0DXME,0,0
ID_TS_4PO1I3,0,0
ID_TS_MSDN1M,0,0
ID_TS_XF1PI2,0,0
ID_TS_OOQ42N,0,0
ID_TS_BFA37D,0,0
ID_TS_L9FC1X,0,0
ID_TS_X6CWZX,0,0
ID_TS_SKOYTK,0,0
ID_TS_06AKT7,0,0
ID_TS_ZQHT2X,0,0
ID_TS_Z52OHK,0,0
ID_TS_BM00E9,0,0
ID_TS_KDTS1F,0,0
ID_TS_B2VI10,0,0
ID_TS_9DCNWM,0,0
ID_TS_BXEK0Q,0,0
ID_TS_929U6W,0,0
ID_TS_TVMK2Z,0,0
ID_TS_YZSILU,0,0
ID_TS_3NDZ3C,0,0
ID_TS_C5RQNS,0,0
ID_TS_VSOJRP,0,0
ID_TS_P7R93F,0,0
ID_TS_EZEZ5E,0,0
ID_TS_HR07N8,0,0
ID_TS_VOEUBF,0,0
ID_TS_N9KR2F,0,0
ID_TS_VB66H3,0,0
ID_TS_REM5PU,0,0
ID_TS_U62RZV,0,0
ID_TS_1SQQQ5,0,0
ID_TS_L2XOIO,0,0
ID_TS_T860X5,0,0
ID_TS_ZU2ZUE,0,0
ID_TS_UGWUBU,0,0
ID_TS_GR6E7G,0,0
ID_TS_A2IZ5P,0,0
ID_TS_3VOB5A,0,0
ID_TS_PO4LJE,0,0
ID_TS_DGFJDL,0,0
ID_TS_OGWLAC,0,0
ID_TS_OLOLN3,0,0
ID_TS_EH1VR1,0,0
ID_TS_NECQOR,0,0
ID_TS_OI5J8Y,0,0
ID_TS_IT2KOD,0,0
ID_TS_WH8N92,0,0
ID_TS_TP6QAQ,0,0
ID_TS_3K8A7R,0,0
ID_TS_V4NMWV,0,0
ID_TS_SB0UKO,0,0
ID_TS_EFUKPV,0,0
ID_TS_8LYMJ1,0,0
ID_TS_QI9MQV,0,0
ID_TS_AYXAR6,0,0
ID_TS_YO6Z1T,0,0
ID_TS_2XCB3Y,0,0
ID_TS_YM33MG,0,0
ID_TS_1ZAQ7Q,0,0
ID_TS_HAK7MD,0,0
ID_TS_WKZIRN,0,0
ID_TS_K6ZHH3,0,0
ID_TS_O5URTX,0,0
ID_TS_UYUCEC,0,0
ID_TS_JUIS2G,0,0
ID_TS_Y9YTJU,0,0
ID_TS_Q7X7B7,0,0
ID_TS_P9JYQN,0,0
ID_TS_15IKPQ,0,0
ID_TS_AHCUA0,0,0
ID_TS_9PCIFL,0,0
ID_TS_WDR3VW,0,0
ID_TS_MJDIMB,0,0
ID_TS_M271W1,0,0
ID_TS_WUDCBL,0,0
ID_TS_4CE7PK,0,0
ID_TS_WCYUKN,0,0
ID_TS_D1IVXA,0,0
ID_TS_N25WM7,0,0
ID_TS_2QLGDV,0,0
ID_TS_C2GUWJ,0,0
ID_TS_P0QI2C,0,0
ID_TS_LP81L5,0,0
ID_TS_1FLMNA,0,0
ID_TS_VYCS44,0,0
ID_TS_PHH62M,0,0
ID_TS_YZ9VLU,0,0
ID_TS_8WPFQ2,0,0
ID_TS_BHAIIW,0,0
ID_TS_I08L0H,0,0
ID_TS_G9NCBE,0,0
ID_TS_KGV1BB,0,0
ID_TS_HG5ZMT,0,0
ID_TS_GA46AY,0,0
ID_TS_N2D7KI,0,0
ID_TS_3X7995,0,0
ID_TS_5CF72G,0,0
ID_TS_NNV9IB,0,0
ID_TS_WGT2LB,0,0
ID_TS_25485H,0,0
ID_TS_CQXCS1,0,0
ID_TS_XSRQLN,0,0
ID_TS_ZZRJO7,0,0
ID_TS_VBHH5O,0,0
ID_TS_L5U7NT,0,0
ID_TS_EDQMVQ,0,0
ID_TS_WPQO2L,0,0
ID_TS_NGIXMC,0,0
ID_TS_4SX27D,0,0
ID_TS_CBHHLK,0,0
ID_TS_3YJZ99,0,0
ID_TS_106AK3,0,0
ID_TS_2OOUXQ,0,0
ID_TS_S1FOI0,0,0
ID_TS_RS210Q,0,0
ID_TS_2LG1ZH,0,0
ID_TS_QUNUE7,0,0
ID_TS_A34MPY,0,0
ID_TS_O2TLA2,0,0
ID_TS_7F8LWV,0,0
ID_TS_V59HOT,0,0
ID_TS_GDUQ6D,0,0
ID_TS_DTBYRG,0,0
ID_TS_C8KIXC,0,0
ID_TS_CSG4OF,0,0
ID_TS_DTRC85,0,0
ID_TS_EHPZRV,0,0
ID_TS_7VSYJA,0,0
ID_TS_FCO3S6,0,0
ID_TS_5QU0K5,0,0
ID_TS_QZZKW3,0,0
ID_TS_GI60Q6,0,0
ID_TS_GUO8I5,0,0
ID_TS_JWK6Z0,0,0
ID_TS_HR9T9C,0,0
ID_TS_D1LQJS,0,0
ID_TS_QCZ0N0,0,0
ID_TS_4OAE7L,0,0
ID_TS_0RCTI8,0,0
ID_TS_F34GAD,0,0
ID_TS_KTOC1Y,0,0
ID_TS_FMHBYH,0,0
ID_TS_Z43XZ6,0,0
ID_TS_OLBA11,0,0
ID_TS_7NIDP9,0,0
ID_TS_MGYH52,0,0
ID_TS_3GGODL,0,0
ID_TS_UGHT7E,0,0
ID_TS_HMGOLO,0,0
ID_TS_QC3XNC,0,0
ID_TS_HKV9DT,0,0
ID_TS_94G8V9,0,0
ID_TS_ZY9YLW,0,0
ID_TS_5L4RMV,0,0
ID_TS_VNXIV9,0,0
ID_TS_IW6L01,0,0
ID_TS_WCNKFH,0,0
ID_TS_B7V80L,0,0
ID_TS_KX1S9X,0,0
ID_TS_KA4LIT,0,0
ID_TS_6XIYZV,0,0
ID_TS_NLPA5C,0,0
ID_TS_GWFHDV,0,0
ID_TS_37IC0L,0,0
ID_TS_ZIGIKQ,0,0
ID_TS_WJ2C9O,0,0
ID_TS_GPS013,0,0
ID_TS_2AN417,0,0
ID_TS_VF0JQQ,0,0
ID_TS_NVCEQF,0,0
ID_TS_GAS0R7,0,0
ID_TS_78NRXV,0,0
ID_TS_OB7NUG,0,0
ID_TS_PJ60SR,0,0
ID_TS_YZX70I,0,0
ID_TS_B3WYZX,0,0
ID_TS_JQYJV8,0,0
ID_TS_4A1X7O,0,0
ID_TS_V6SGP3,0,0
ID_TS_JK8XNL,0,0
ID_TS_O50DW1,0,0
ID_TS_MF07OL,0,0
ID_TS_93ACZS,0,0
ID_TS_X0GNZH,0,0
ID_TS_G8Q3GC,0,0
ID_TS_G1J6OW,0,0
ID_TS_W5FKNJ,0,0
ID_TS_MVRYDC,0,0
ID_TS_1AU9DS,0,0
ID_TS_AV917R,0,0
ID_TS_MPN693,0,0
ID_TS_7XNCML,0,0
ID_TS_DQZ05E,0,0
ID_TS_V5KZ3N,0,0
ID_TS_WXROG9,0,0
ID_TS_83AMB3,0,0
ID_TS_LPVOWC,0,0
ID_TS_P77946,0,0
ID_TS_0KHFSU,0,0
ID_TS_4SE2KY,0,0
ID_TS_T5GQEX,0,0
ID_TS_IH1XDP,0,0
ID_TS_ZF761H,0,0
ID_TS_JR6EET,0,0
ID_TS_0DY571,0,0
ID_TS_VXNZ0N,0,0
ID_TS_XU43IE,0,0
ID_TS_DD070E,0,0
ID_TS_N48UAC,0,0
ID_TS_T49LNY,0,0
ID_TS_2SVHOT,0,0
ID_TS_QF74RQ,0,0
ID_TS_VFX2ZV,0,0
ID_TS_L9E9ZR,0,0
ID_TS_3RZN9L,0,0
ID_TS_3H03ZB,0,0
ID_TS_5GRO9X,0,0
ID_TS_49TMY9,0,0
ID_TS_1OTKZH,0,0
ID_TS_4OE1U2,0,0
ID_TS_4ZQFEZ,0,0
ID_TS_KFH00A,0,0
ID_TS_0UY9F8,0,0
ID_TS_P47D9G,0,0
ID_TS_B9XV8W,0,0
ID_TS_OBIRY8,0,0
ID_TS_XNY2X1,0,0
ID_TS_5XJXNE,0,0
ID_TS_CRYSAU,0,0
ID_TS_UJ02GR,0,0
ID_TS_XPUDC6,0,0
ID_TS_2G3AUT,0,0
ID_TS_3RSVZ2,0,0
ID_TS_E186GV,0,0
ID_TS_GT2EEH,0,0
ID_TS_FU4B9S,0,0
ID_TS_NTP8AK,0,0
ID_TS_8S2XQU,0,0
ID_TS_ZS9MTH,0,0
ID_TS_D3IGK3,0,0
ID_TS_8VHMEW,0,0
ID_TS_CJN6OC,0,0
ID_TS_JPZTC0,0,0
ID_TS_9ZGNX3,0,0
ID_TS_VPF9PA,0,0
ID_TS_VCEDTC,0,0
ID_TS_XNMJ5I,0,0
ID_TS_AN8ND7,0,0
ID_TS_G0L3RT,0,0
ID_TS_Z5TV6G,0,0
ID_TS_8OM08T,0,0
ID_TS_V4REAS,0,0
ID_TS_FEN0B0,0,0
ID_TS_9ZIVZG,0,0
ID_TS_92SJP7,0,0
ID_TS_53K48O,0,0
ID_TS_LDC08F,0,0
ID_TS_C0TR58,0,0
ID_TS_PS0RS9,0,0
ID_TS_5ZOW60,0,0
ID_TS_ZZ0I08,0,0
ID_TS_35TVV8,0,0
ID_TS_Y5SIC4,0,0
ID_TS_S8PNNE,0,0
ID_TS_6IT1EK,0,0
ID_TS_KH0UHK,0,0
ID_TS_7X3BQW,0,0
ID_TS_RMWLMA,0,0
ID_TS_6GMDRD,0,0
ID_TS_SFERFX,0,0
ID_TS_IOKPG3,0,0
ID_TS_DP4FMP,0,0
ID_TS_M5HGBO,0,0
ID_TS_06FHRX,0,0
ID_TS_JPT2ZL,0,0
ID_TS_15S74N,0,0
ID_TS_DDAFS1,0,0
ID_TS_IYM90P,0,0
ID_TS_KR1IFS,0,0
ID_TS_I159I3,0,0
ID_TS_HZ3ZSG,0,0
ID_TS_9VWIEB,0,0
ID_TS_97PWDB,0,0
ID_TS_OLWIMR,0,0
ID_TS_SXKJKM,0,0
ID_TS_PLBBB0,0,0
ID_TS_HQ6DG8,0,0
ID_TS_NKDAT5,0,0
ID_TS_L0N2TN,0,0
ID_TS_XHN5E0,0,0
ID_TS_EV6XGZ,0,0
ID_TS_7CTM09,0,0
ID_TS_HZBGTJ,0,0
ID_TS_54696Q,0,0
ID_TS_Z6CP7S,0,0
ID_TS_AVZEBU,0,0
ID_TS_2Y0OY5,0,0
ID_TS_8F1N2O,0,0
ID_TS_JGFHZ5,0,0
ID_TS_2QZSKH,0,0
ID_TS_ZTGBIB,0,0
ID_TS_F57J2X,0,0
ID_TS_I3TAMV,0,0
ID_TS_NCZTZO,0,0
ID_TS_WLC33H,0,0
ID_TS_8G8T92,0,0
ID_TS_2D0NX5,0,0
ID_TS_WT3HJU,0,0
ID_TS_31FI0N,0,0
ID_TS_6DGG5G,0,0
ID_TS_R0XAFG,0,0
ID_TS_OVCCI6,0,0
ID_TS_8DS03V,0,0
ID_TS_NA31XB,0,0
ID_TS_IDFWA8,0,0
ID_TS_8D0MZH,0,0
ID_TS_RUPFLF,0,0
ID_TS_CYWE3D,0,0
ID_TS_KS4F6A,0,0
ID_TS_PFXI5N,0,0
ID_TS_53EGDD,0,0
ID_TS_8MWE77,0,0
ID_TS_6VGTVY,0,0
ID_TS_FYK3MD,0,0
ID_TS_6X73ZC,0,0
ID_TS_A7FXLO,0,0
ID_TS_Z2RCU8,0,0
ID_TS_KD9GNL,0,0
ID_TS_PYO2M2,0,0
ID_TS_XIPRTT,0,0
ID_TS_3NUPUY,0,0
ID_TS_0ZIA9A,0,0
ID_TS_U87CM4,0,0
ID_TS_53KF48,0,0
ID_TS_6I3CE8,0,0
ID_TS_ZNA8NZ,0,0
ID_TS_XC45BN,0,0
ID_TS_CCU3FG,0,0
ID_TS_00ZKOM,0,0
ID_TS_2ZKF5B,0,0
ID_TS_1SA3Y5,0,0
ID_TS_T37SZP,0,0
ID_TS_F9S9EH,0,0
ID_TS_WHG0U4,0,0
ID_TS_3QLX3F,0,0
ID_TS_2XHDCV,0,0
ID_TS_4BKTCV,0,0
ID_TS_1LTWBJ,0,0
ID_TS_9UU2BL,0,0
ID_TS_7AMKOH,0,0
ID_TS_109ZDO,0,0
ID_TS_0D3FVN,0,0
ID_TS_V4KFQ5,0,0
ID_TS_DZ53X1,0,0
ID_TS_F8S0X7,0,0
ID_TS_M2MM4P,0,0
ID_TS_61NHVC,0,0
ID_TS_FWR2F5,0,0
ID_TS_T82DDL,0,0
ID_TS_7FKNDG,0,0
ID_TS_1JRJ5X,0,0
ID_TS_FEUB4O,0,0
ID_TS_47EN48,0,0
ID_TS_NYSJ5Y,0,0
ID_TS_WX0I3A,0,0
ID_TS_4KFOCN,0,0
ID_TS_QDQX6Q,0,0
ID_TS_D0771H,0,0
ID_TS_LL9RZR,0,0
ID_TS_KBFQXL,0,0
ID_TS_BVN7NP,0,0
ID_TS_RB58YJ,0,0
ID_TS_WDCOKZ,0,0
ID_TS_5SYJ3D,0,0
ID_TS_6M1FMP,0,0
ID_TS_RYFZMY,0,0
ID_TS_OA2VCY,0,0
ID_TS_WL9700,0,0
ID_TS_LFQF5E,0,0
ID_TS_8OSAQ3,0,0
ID_TS_EQ8DH9,0,0
ID_TS_PTFNM8,0,0
ID_TS_8UA3A6,0,0
ID_TS_S5ZXQO,0,0
ID_TS_MTS1EG,0,0
ID_TS_PGVTN4,0,0
ID_TS_YPKW74,0,0
ID_TS_93DXWO,0,0
ID_TS_R17DPU,0,0
ID_TS_BKPIQN,0,0
ID_TS_HQE86O,0,0
ID_TS_3Z0ANI,0,0
ID_TS_K5J42O,0,0
ID_TS_I6OAFN,0,0
ID_TS_33VM89,0,0
ID_TS_I9GX32,0,0
ID_TS_UEW9G6,0,0
ID_TS_SPD2SW,0,0
ID_TS_24WJT8,0,0
ID_TS_HDPWVB,0,0
ID_TS_Z7CN0E,0,0
ID_TS_QWMI6K,0,0
ID_TS_TI221X,0,0
ID_TS_J7WWUD,0,0
ID_TS_QVDK6D,0,0
ID_TS_RN4ORA,0,0
ID_TS_C8CYNL,0,0
ID_TS_63GAGU,0,0
ID_TS_VB99RW,0,0
ID_TS_TF07GB,0,0
ID_TS_ASF5EH,0,0
ID_TS_LH07JR,0,0
ID_TS_8MTK0R,0,0
ID_TS_SOGGY5,0,0
ID_TS_KOV1L2,0,0
ID_TS_8R5P03,0,0
ID_TS_WVPUNW,0,0
ID_TS_CGBSVK,0,0
ID_TS_3X8MBG,0,0
ID_TS_L2MCXN,0,0
ID_TS_2ELALQ,0,0
ID_TS_26UNVS,0,0
ID_TS_DKV54C,0,0
ID_TS_6P1LLH,0,0
ID_TS_2R9PEG,0,0
ID_TS_LNUKX4,0,0
ID_TS_96K4O6,0,0
ID_TS_7BXCD2,0,0
ID_TS_0J1OUL,0,0
ID_TS_WOZQ48,0,0
ID_TS_ENWBBA,0,0
ID_TS_DLYPGG,0,0
ID_TS_6N6975,0,0
ID_TS_J2D8CL,0,0
ID_TS_W3JGEQ,0,0
ID_TS_E5158O,0,0
ID_TS_QESUX9,0,0
ID_TS_L0IJKC,0,0
ID_TS_U5X0HC,0,0
ID_TS_8CAH3G,0,0
ID_TS_DHVS41,0,0
ID_TS_LQFS6H,0,0
ID_TS_N95S2G,0,0
ID_TS_KFL5XF,0,0
ID_TS_50I6GB,0,0
ID_TS_XQJ7DP,0,0
ID_TS_FSSBJD,0,0
ID_TS_X0PKOV,0,0
ID_TS_TRPYX8,0,0
ID_TS_HBBJCD,0,0
ID_TS_IWZOD0,0,0
ID_TS_5JH2MK,0,0
ID_TS_V0DSZR,0,0
ID_TS_K6ILCG,0,0
ID_TS_6FARMG,0,0
ID_TS_JCY4V8,0,0
ID_TS_URID3U,0,0
ID_TS_94SGFD,0,0
ID_TS_K0Q09J,0,0
ID_TS_RNAMZ6,0,0
ID_TS_146VEY,0,0
ID_TS_0A94XF,0,0
ID_TS_RI09M0,0,0
ID_TS_G8W85Y,0,0
ID_TS_6Q8SJY,0,0
ID_TS_5OP9LB,0,0
ID_TS_SMWPQ8,0,0
ID_TS_2K8RYQ,0,0
ID_TS_F8WXKK,0,0
ID_TS_2ABKVB,0,0
ID_TS_LPXAJM,0,0
ID_TS_K4X1FD,0,0
ID_TS_J9HVCH,0,0
ID_TS_RM3WP8,0,0
ID_TS_DJKLUY,0,0
ID_TS_LUYHET,0,0
ID_TS_KDUWTN,0,0
ID_TS_5PEPL7,0,0
ID_TS_ZQPPOA,0,0
ID_TS_U8P1WK,0,0
ID_TS_ISETUK,0,0
ID_TS_1OOA35,0,0
ID_TS_QBB3XM,0,0
ID_TS_DKRLC0,0,0
ID_TS_Y0BHF0,0,0
ID_TS_RIY4KL,0,0
ID_TS_9ARYEA,0,0
ID_TS_VEDHR3,0,0
ID_TS_PCEO93,0,0
ID_TS_4T3Y4W,0,0
ID_TS_PWG3XG,0,0
ID_TS_0TRKY8,0,0
ID_TS_RYOZDP,0,0
ID_TS_PBQUAK,0,0
ID_TS_X6WB68,0,0
ID_TS_Q0J9M4,0,0
ID_TS_SMZOCX,0,0
ID_TS_MZMZ2K,0,0
ID_TS_1KO6XN,0,0
ID_TS_QXU71S,0,0
ID_TS_EL8MWO,0,0
ID_TS_B4FDD7,0,0
ID_TS_R1930I,0,0
ID_TS_6G61PC,0,0
ID_TS_WE4C1V,0,0
ID_TS_47LZN9,0,0
ID_TS_UHJPKH,0,0
ID_TS_F33GUW,0,0
ID_TS_YH36MO,0,0
ID_TS_TCG06X,0,0
ID_TS_R3URMW,0,0
ID_TS_UECPNC,0,0
ID_TS_C2KEIV,0,0
ID_TS_LI77JZ,0,0
ID_TS_C58CU4,0,0
ID_TS_7SOCZD,0,0
ID_TS_Q7JBMJ,0,0
ID_TS_M1FT07,0,0
ID_TS_X5IC86,0,0
ID_TS_Z1B98V,0,0
ID_TS_WCT8JB,0,0
ID_TS_BSXPK4,0,0
ID_TS_8AB13T,0,0
ID_TS_4Y0TB1,0,0
ID_TS_ZPPEP6,0,0
ID_TS_9NGPCI,0,0
ID_TS_VI052U,0,0
ID_TS_9AZ3CE,0,0
ID_TS_GBMXIK,0,0
ID_TS_VRECJT,0,0
ID_TS_R0M6HZ,0,0
ID_TS_72KXSJ,0,0
ID_TS_ZSB6ZW,0,0
ID_TS_KHE9I0,0,0
ID_TS_HN3F9Z,0,0
ID_TS_XQERBK,0,0
ID_TS_N3DKVR,0,0
ID_TS_5NBHGP,0,0
ID_TS_BKTMAV,0,0
ID_TS_6763V1,0,0
ID_TS_M3PP00,0,0
ID_TS_CDNZY4,0,0
ID_TS_7QUUSF,0,0
ID_TS_N07EA2,0,0
ID_TS_8DITMO,0,0
ID_TS_WNX23V,0,0
ID_TS_EULJGQ,0,0
ID_TS_PQ8R4H,0,0
ID_TS_C7JVLC,0,0
ID_TS_G1J5EW,0,0
ID_TS_FWBEBY,0,0
ID_TS_4UBZCZ,0,0
ID_TS_JJY4MZ,0,0
ID_TS_VMCPSI,0,0
ID_TS_LN3OX5,0,0
ID_TS_FL2MOX,0,0
ID_TS_Q9WFB7,0,0
ID_TS_6AV3S2,0,0
ID_TS_SUMH3B,0,0
ID_TS_0N9CC7,0,0
ID_TS_ISUTP0,0,0
ID_TS_4SBRSP,0,0
ID_TS_J4KII1,0,0
ID_TS_NQ0EI0,0,0
ID_TS_5NMS6X,0,0
ID_TS_VQPU3E,0,0
ID_TS_T1OVEJ,0,0
ID_TS_KLCP9U,0,0
ID_TS_W165AE,0,0
ID_TS_JT70EB,0,0
ID_TS_PY9E57,0,0
ID_TS_6MOUZE,0,0
ID_TS_66VW9B,0,0
ID_TS_0MQOQ4,0,0
ID_TS_KREG16,0,0
ID_TS_7D6VNX,0,0
ID_TS_NPSV8D,0,0
ID_TS_KMU6U4,0,0
ID_TS_PLLGF3,0,0
ID_TS_09HSUW,0,0
ID_TS_DKEJP5,0,0
ID_TS_K7917X,0,0
ID_TS_FH41A6,0,0
ID_TS_8T2A3A,0,0
ID_TS_H7U0S3,0,0
ID_TS_KDZ4PP,0,0
ID_TS_J590EM,0,0
ID_TS_C20LSJ,0,0
ID_TS_WS1ZL7,0,0
ID_TS_P72L4X,0,0
ID_TS_5BWAEN,0,0
ID_TS_7YJF30,0,0
ID_TS_KH5840,0,0
ID_TS_ACUHGP,0,0
ID_TS_JNVWRX,0,0
ID_TS_GKIKR2,0,0
ID_TS_OMRDE5,0,0
ID_TS_1K8LXE,0,0
ID_TS_QLEZZ1,0,0
ID_TS_R2ROIK,0,0
ID_TS_S62C1J,0,0
ID_TS_LOPO6J,0,0
ID_TS_0M3LOU,0,0
ID_TS_FHW8WL,0,0
ID_TS_VA02DZ,0,0
ID_TS_61TXSN,0,0
ID_TS_HFT4I2,0,0
ID_TS_6LH07B,0,0
ID_TS_A7DORF,0,0
ID_TS_KI1IJE,0,0
ID_TS_2XE0JD,0,0
ID_TS_CZ1OA3,0,0
ID_TS_VF02GV,0,0
ID_TS_LLSAJH,0,0
ID_TS_JXQKD8,0,0
ID_TS_UR6TIA,0,0
ID_TS_RONTDI,0,0
ID_TS_9OINUX,0,0
ID_TS_L39DG5,0,0
ID_TS_RIFWR0,0,0
ID_TS_UI1JLM,0,0
ID_TS_FLUOAY,0,0
ID_TS_12TLXL,0,0
ID_TS_ZS49CD,0,0
ID_TS_ZN1F0F,0,0
ID_TS_P8BPG2,0,0
ID_TS_R0TOKP,0,0
ID_TS_K7YSWN,0,0
ID_TS_XFSHWZ,0,0
ID_TS_SJQ77Z,0,0
ID_TS_4ES3AO,0,0
ID_TS_FC9LGY,0,0
ID_TS_TLCQFM,0,0
ID_TS_UIW7J3,0,0
ID_TS_5VLWOJ,0,0
ID_TS_TXCF0K,0,0
ID_TS_JD2V1L,0,0
ID_TS_1VJ35Y,0,0
ID_TS_RG29D2,0,0
ID_TS_FF5L6B,0,0
ID_TS_SPXLSE,0,0
ID_TS_UNNRLS,0,0
ID_TS_T54884,0,0
